t-SNE_Enhanced_1,t-SNE_Enhanced_2
55.772945,-55.70583
56.228733,-55.67005
55.79314,-55.74744
55.65661,-55.873775
54.929802,-55.838684
54.68874,-55.83331
54.724148,-55.78197
28.966791,19.818316
28.84043,19.890673
28.783394,20.109035
28.749125,19.883171
28.833824,20.09864
28.856997,19.90353
28.931662,20.229988
28.931679,20.24209
28.985052,20.32313
28.98467,20.368473
28.914162,20.251192
-24.783495,-38.92424
-25.24867,-38.91845
-24.642902,-38.346348
-25.302717,-38.62364
-24.91894,-38.37299
-24.363197,-37.769028
-25.14783,-38.192158
-24.226688,-37.591785
-24.290745,-37.544518
-23.82967,-37.36736
-23.479881,-37.204906
50.14169,49.762207
50.197567,49.562077
50.101826,49.677956
50.20446,49.67548
49.959145,49.01081
49.97053,49.35118
50.17923,48.880867
49.949135,49.17018
50.001133,49.50125
50.017536,49.455227
49.968094,50.13283
52.616703,-42.239555
52.65504,-42.12996
53.611523,-42.271248
52.68188,-42.249603
52.679913,-42.22788
52.86536,-41.979385
53.18721,-41.78274
52.469173,-41.725834
53.5759,-41.776314
46.862473,-40.062206
46.794277,-40.325302
-9.462482,-71.49534
-9.097274,-71.31421
-11.723965,-71.881294
-8.885049,-71.513336
-10.2667055,-71.67539
-6.111221,-67.98027
-9.543633,-69.719154
-9.432848,-69.82607
-9.432973,-69.86718
-9.236433,-69.60762
-10.716419,-68.96557
4.377887,-10.899468
4.400565,-10.959252
4.6221495,-10.938546
-30.200794,0.48692432
-30.636559,0.33656713
-30.80503,-0.81314194
-30.837027,-0.8021006
-31.006706,-1.0719205
-31.302778,-1.0147794
-31.275785,-1.2463173
-31.552078,-1.1214333
-14.733184,30.83926
-14.775892,30.445345
-14.87584,30.4335
-14.572905,29.286366
-14.610555,28.988565
-14.9091835,28.560894
-13.620435,28.774654
-14.790342,28.197731
-14.4783535,28.230488
-12.383753,28.753912
-12.003239,28.621468
-30.861115,44.88516
-30.977633,44.782433
-30.899912,45.09807
-30.919462,45.27548
-31.128727,44.861668
-31.05137,45.498783
-31.494991,44.87412
-31.289274,45.628853
-31.501022,45.06689
-31.624893,45.080032
-31.441639,45.540264
-10.899219,-82.13924
-11.001532,-82.06034
-11.097795,-81.96219
-11.050066,-81.645424
-11.6023,-81.95376
-11.750069,-81.17135
-11.940149,-81.674515
-12.274942,-82.36345
-12.31227,-82.387436
-12.483145,-82.51234
-12.456382,-82.43633
29.341816,-8.904119
29.771023,-8.8432255
28.568071,-8.671837
31.043854,-9.701551
31.91866,-7.6056633
31.686495,-7.501353
32.18495,-7.402659
32.818058,-7.2128224
34.760433,-6.258954
33.05113,-7.1065526
35.03511,-6.2228107
-64.49016,-23.460905
-64.52253,-23.424501
-64.52891,-23.41397
-64.33085,-23.281078
-64.49642,-23.369759
-64.36899,-23.25445
-64.38946,-23.156143
-63.981327,-22.916819
-63.23949,-22.338943
-63.322147,-22.398115
-63.175915,-22.27648
-17.821615,27.232126
-17.910973,27.089178
-17.903297,27.207266
-17.774881,26.984472
-17.853271,27.000877
-17.676435,27.452671
-17.921326,27.61017
-17.772167,27.908714
-17.841223,27.867447
-17.771349,27.891544
-17.870506,27.80101
-26.037224,-46.932426
-26.895689,-48.00703
-26.199652,-47.695602
-25.493912,-46.432167
-26.795454,-46.96455
-27.023373,-47.57656
-24.023722,-43.849415
-23.893738,-43.6709
-24.974775,-44.59609
-22.506386,-42.02439
-24.9732,-43.742027
-77.3286,0.50848126
-77.10588,0.0362072
-78.029175,-1.6883476
-77.5411,-0.7984535
-77.76859,-0.88882095
-78.074875,-1.179325
-77.905975,-0.9694186
-77.97075,-1.4914476
-77.66367,-1.1433182
-58.98495,9.891194
-77.74465,-1.4280026
-61.00416,-9.012375
-60.97999,-9.02647
-60.874226,-9.097625
-60.65999,-9.1659975
-60.24175,-9.224098
-60.915043,-9.115678
-60.260952,-9.290362
-60.517868,-9.359808
-60.679554,-9.312323
-60.439693,-9.338288
-60.079044,-9.495472
-35.02276,-20.770588
-34.99776,-20.783392
-35.097305,-19.980854
-34.997147,-20.305782
-34.942245,-20.267189
-35.079197,-19.805313
-35.08154,-18.591345
-35.03873,-19.21104
-35.078175,-18.067064
-34.86193,-17.8291
-34.83963,-17.647808
-66.02348,49.755768
-65.95109,50.022514
-66.09306,50.154545
-65.515785,50.173546
-66.05573,50.246803
-66.36275,50.428555
-66.10663,50.4483
-65.45092,50.65119
-65.75075,50.435993
-65.462,50.317017
-65.523056,50.133392
6.192546,-65.62841
6.076261,-65.47528
5.938706,-65.29033
5.933356,-64.606285
5.9839277,-63.75753
5.7554584,-63.542454
5.3494616,-64.75916
6.0369916,-63.601963
6.209452,-62.98619
6.264708,-64.072075
6.050867,-64.60151
-12.262782,-29.109558
-12.109338,-29.143488
-9.045595,-29.405739
-9.275826,-29.36026
-8.999795,-29.131168
-10.154118,-29.468428
-10.027613,-29.460875
-11.134098,-29.373579
-11.490264,-29.325714
-27.231735,-26.406565
-27.284037,-26.365673
30.409037,-44.95827
30.074442,-44.79993
32.61225,-47.833187
31.605057,-46.01845
31.602139,-45.922985
31.709654,-46.03736
33.45499,-47.701904
33.913128,-48.00107
34.143574,-48.03613
34.28685,-48.32881
34.31729,-48.196945
-13.839562,41.465084
-13.8194895,41.403996
-13.813675,41.401638
-13.802377,40.853054
-13.819249,41.033955
-13.957072,39.99152
-13.736755,40.520275
-13.778431,40.56285
-13.848767,41.12487
-13.738724,40.57057
-13.674457,40.781734
-63.889145,-34.880474
-63.96573,-35.014366
-63.63057,-35.32069
-63.09865,-35.71805
-58.814636,-36.274593
-58.66895,-36.32556
-58.668377,-36.39093
-58.65451,-36.820816
-58.571938,-36.42597
-58.414528,-36.377384
-57.31236,-35.408478
-86.328186,5.5712366
-86.99265,5.084451
-85.89594,5.0575967
-86.49732,5.654197
-86.00268,6.863112
-86.29332,5.975582
-85.943,5.7399726
-85.55576,6.500196
-88.26157,5.222271
-88.437645,5.1191726
-88.51975,5.156547
-44.920147,-80.785194
-44.9039,-80.863785
-44.82038,-80.8357
-44.835148,-80.68706
-44.723495,-80.53086
-44.260803,-80.22578
-43.84769,-79.28769
-44.144505,-80.05769
-43.682194,-78.634155
-43.57397,-78.70403
-43.301468,-78.29338
20.824455,-14.539685
20.970333,-11.504731
21.20869,-11.55144
19.632444,-28.140585
21.304268,-14.587028
21.934965,-14.706478
32.683872,-15.803466
35.11674,-15.533534
32.427032,-15.944049
32.46979,-15.969821
32.659203,-16.011513
11.134466,-5.842402
11.285662,-5.2117968
14.779899,-6.3918467
16.834152,-8.816489
13.097888,-2.676505
10.226698,2.9273958
10.191108,3.2152972
10.18453,3.4198892
10.176844,3.6795099
10.150937,4.1052647
10.153077,4.124049
-72.68839,41.903805
-72.47495,42.163483
-72.1387,42.456062
-71.17096,43.318993
-71.56035,43.114464
-72.200165,43.376526
-72.441864,43.521023
-73.2518,43.0043
-76.67474,41.831738
-73.0663,43.069195
-74.0825,42.255085
-79.67557,-14.999008
-79.80052,-15.0554285
-79.57394,-14.941028
-80.138435,-15.17367
-80.17406,-15.184268
-80.277054,-15.19531
-80.061676,-15.116563
-80.065636,-15.126455
-80.13604,-15.135058
-79.94895,-15.074773
-79.913055,-15.074855
-26.01061,-52.723312
-26.027674,-52.251793
-25.935427,-51.370754
-26.455881,-52.121365
-26.069597,-51.57886
-25.802382,-51.06848
-25.710035,-50.53268
-25.23887,-50.152138
-25.485764,-50.335308
-25.412678,-50.31773
-24.698944,-50.241272
79.37409,24.226965
79.55194,25.48948
79.620636,25.34482
79.30983,22.962542
79.52113,23.562965
79.630325,23.546144
79.62829,23.165962
79.63624,23.339891
79.776276,23.632215
79.680885,24.097815
79.94715,23.396059
-50.0937,82.89755
-49.719017,82.739006
-49.30067,82.66673
-48.959644,82.57631
-48.607365,82.53602
-49.361137,81.915474
-48.47492,82.44277
-47.782475,82.642265
-47.151886,82.86388
-46.805244,83.183876
-46.354836,83.416405
44.245888,44.067333
44.317913,44.106518
44.156227,44.22821
44.30937,44.18566
44.46343,44.133354
44.099495,44.384266
44.110825,44.422997
44.487736,44.08425
44.58852,44.131584
44.10819,45.407677
44.17917,45.27556
-3.5041566,-41.49059
-3.8767076,-40.833637
-4.37948,-40.134537
-6.025682,-37.74453
-6.3092365,-37.299088
-6.5904355,-36.974686
-7.2099614,-35.979626
-6.678847,-36.89921
-6.859425,-36.727726
-7.150152,-36.213047
-6.915758,-36.628468
99.092896,-18.453913
99.98724,-18.321596
100.26914,-18.294016
99.46284,-19.066051
99.441154,-18.81367
99.76147,-18.472723
99.718864,-18.576496
100.38495,-18.333279
101.69432,-17.882908
101.94685,-17.77355
102.05917,-17.72236
-10.952859,68.63669
-10.514376,68.440155
-10.273868,68.653244
-9.601786,67.78173
-9.373844,68.1946
-9.395365,68.78693
-9.384154,69.10089
-8.93641,68.24689
-9.161176,68.825005
-9.148213,68.98151
-8.902247,68.36864
35.84966,-46.75682
40.399036,-49.174397
40.861378,-49.27964
37.636246,-46.688423
38.96301,-48.51875
30.713623,-21.62221
16.859364,-14.097435
50.18637,-13.131984
50.298386,-12.62525
50.167316,-13.255716
50.203625,-12.294257
-26.643772,-50.109497
-27.056337,-50.262985
-26.980581,-49.797764
-27.107079,-49.25369
-26.277918,-47.570206
-26.599321,-46.89341
-26.855776,-47.161736
-23.474842,-43.393936
-22.42688,-42.500156
-23.152977,-43.18127
-22.434338,-42.43188
-15.249758,-13.403256
-15.306224,-13.202715
-14.397345,-11.878204
-14.601114,-12.001999
-15.113249,-12.691156
-15.195148,-12.883289
-14.4036045,-10.876549
-14.143255,-10.590879
-14.241591,-10.430592
-14.246048,-10.3132715
-14.114169,-10.362582
23.684914,75.5867
23.355185,75.63501
22.305267,75.60528
23.68293,74.74273
23.246717,75.39147
21.607105,75.891464
22.000273,75.72109
22.216118,75.56598
22.083284,75.604866
22.119162,75.44357
21.686014,75.59764
-39.665783,-51.01742
-39.612946,-51.01438
-39.554005,-50.46577
-40.410645,-50.823765
-40.480003,-50.92218
-41.043953,-49.91481
-41.124107,-50.312653
-41.163277,-48.8632
-41.336792,-48.488396
-41.535763,-48.770363
-41.955196,-48.166916
41.213654,44.555393
41.01248,44.70572
40.985565,44.780216
40.181667,45.132286
39.953705,45.143383
41.057068,45.636356
41.63988,46.13758
40.305653,46.503036
40.07611,46.511883
40.20297,46.571423
40.129425,46.624737
35.957916,-47.44729
35.733406,-47.192085
36.212944,-47.45227
37.39801,-48.769157
36.829533,-47.25392
37.145733,-47.629723
37.5182,-48.281666
37.64497,-48.585396
37.932983,-48.586002
37.65444,-48.620556
37.555862,-48.15082
-80.91277,-6.224308
-80.77024,-6.1887417
-80.00925,-5.0647902
-80.55055,-5.5847006
-80.460724,-5.3603024
-80.66749,-5.866899
-80.73376,-5.929495
-80.78865,-5.6589913
-80.70165,-5.1623945
-80.67195,-5.049228
-80.58161,-4.686389
2.389087,35.318737
2.5425344,35.159847
3.8218362,35.098236
4.5412626,35.340134
3.8796725,34.901844
3.0105636,33.64616
3.4726176,33.701008
3.098109,33.103783
3.2501614,32.968407
1.8037968,32.14093
1.84521,32.027805
-12.931961,70.72783
-12.733576,70.73856
-13.002977,70.923294
-13.203628,70.98966
-13.450077,71.08226
-13.349062,71.24857
-12.950744,71.23973
-13.575085,71.24875
-12.93522,71.630684
-12.890675,71.68778
-12.70042,72.13572
10.809367,-34.755375
10.649045,-34.892395
10.694034,-34.95498
10.519103,-35.043396
10.190295,-35.518887
10.09914,-35.65272
9.975138,-35.775723
9.963899,-35.836315
9.462229,-36.062393
9.646738,-36.173023
9.488652,-36.259068
36.317802,-15.507577
36.965183,-14.622031
35.562115,-15.482152
33.89085,-15.743986
34.916885,-14.6717
33.62841,-15.35162
33.43165,-15.276923
19.530724,-9.495972
33.719116,-15.066078
34.075172,-15.065992
35.29248,-14.7333
15.7200165,-6.1915216
15.809881,-5.972516
15.769862,-5.954612
16.146172,-5.443455
16.646206,-7.1113667
16.569054,-5.8821936
16.556345,-6.303291
16.958698,-5.9904633
17.322693,-6.1030397
15.967988,25.471355
15.126599,27.043468
58.22745,-52.407986
58.238907,-52.630405
58.8214,-51.445946
58.576973,-49.60241
58.41136,-49.430332
58.780514,-49.532448
58.707745,-50.153374
58.788185,-50.687725
58.896694,-49.492058
58.76759,-51.074055
58.860256,-51.19348
17.184263,-58.745975
16.793943,-58.872677
16.993359,-59.006794
16.485937,-59.029324
16.542578,-59.588306
2.9612575,27.74017
2.8899283,27.673912
3.0861588,27.951822
3.26373,28.239296
3.4906094,28.398483
3.3066425,28.346079
35.751812,-66.39465
35.718533,-66.231804
35.55958,-66.16977
34.97095,-65.979706
35.519257,-65.71751
36.891953,-61.32648
35.173035,-61.972023
36.551907,-61.37546
34.71753,-62.14332
36.066135,-61.374615
36.345787,-61.276966
13.86198,48.295837
13.655407,48.368454
13.036711,48.7781
13.365158,48.289165
12.946112,48.664585
13.03191,48.26767
13.086426,48.28261
12.465789,48.810593
13.024319,47.853916
13.091432,47.61968
12.924914,47.906406
-46.111275,-39.14212
-46.29007,-39.051865
-46.667797,-39.005653
-46.42357,-39.005974
-46.53668,-38.942707
-46.69337,-39.034077
-46.742085,-38.952927
-46.683205,-38.984116
-46.743923,-38.880913
-46.596344,-38.830723
-46.987366,-38.752285
-65.04948,52.45901
-64.89892,52.25861
-64.48417,51.814465
-64.02099,51.585976
-64.586395,51.52129
-64.18048,51.446487
-64.20682,51.37783
-62.77754,52.119305
-58.955544,55.188305
-58.77727,55.40233
-58.830196,55.635082
-4.8369374,37.478317
-4.82511,37.3149
-4.64682,36.471634
-4.6152687,36.250458
-4.6032352,36.198746
-4.646538,36.31901
-4.5867105,36.13138
-4.617472,36.24357
-4.554116,36.004635
-4.4939876,35.765778
-4.5149455,35.858448
13.990094,8.5942745
13.877042,8.671131
13.532344,8.916743
13.338482,8.822277
13.195462,8.046678
13.182476,7.9240813
12.797612,8.666292
12.873911,9.279628
12.904478,9.429606
12.978037,9.569411
13.203506,9.631035
13.519614,48.75655
13.014806,49.027596
11.135486,51.149586
12.0987425,49.194843
11.88426,49.243626
10.463737,51.388584
10.328473,51.17685
10.250233,50.784855
10.051969,51.652653
10.046727,50.700325
10.007771,50.79647
55.27096,20.040798
55.256744,20.23983
55.93413,21.033358
55.649967,20.994442
54.91705,20.013502
55.317696,20.929817
55.116814,20.96116
55.08689,20.987175
55.006386,20.968777
54.855297,20.95437
55.327335,21.134129
-18.458233,-66.72799
-18.596653,-66.228714
-18.61374,-65.622986
-18.517786,-65.987495
-17.128994,-67.5042
-18.264076,-65.30131
-17.768831,-63.997253
-18.467518,-65.15333
-18.027245,-64.61642
-17.500593,-64.24754
-17.682602,-64.106384
-25.393003,-51.99603
-24.403316,-51.034065
-24.565855,-51.2556
-24.363165,-50.59705
-24.291153,-51.04977
-26.846497,-52.33555
-24.042166,-50.401157
-23.424639,-49.944706
-23.670984,-50.510303
-23.284191,-49.90846
-21.831522,-49.571793
-12.620429,34.131596
-12.659684,33.982018
-12.597296,32.734856
-12.554713,32.28199
-12.564981,32.83166
-11.632875,30.256964
-11.635718,29.749859
-11.780048,29.506035
-11.841332,29.293604
-11.729974,29.300692
-11.18883,29.52151
-27.006569,-42.703686
-27.010597,-42.53143
-30.902088,-37.352787
-30.972588,-37.329617
-30.922934,-36.700363
-29.628214,-36.62319
-27.973637,-36.21464
-29.480743,-36.52796
-30.41519,-36.582054
-28.706314,-36.302784
-30.13852,-36.440346
-35.72825,-86.18996
-35.43952,-86.196884
-36.44899,-86.477844
-35.11103,-86.202225
-34.20956,-85.91032
-34.303165,-86.03634
-34.181667,-86.02981
-34.058674,-86.0429
-34.60615,-86.92989
-34.109184,-86.07305
-34.586086,-86.807045
50.311043,9.924088
50.513733,10.256874
51.060204,11.367083
51.167446,12.026108
50.57178,11.612792
50.716152,11.996453
51.050014,12.683945
50.71589,12.315369
50.006237,11.54927
50.84082,12.761872
50.6179,12.004466
18.57933,-49.783836
18.7676,-49.69122
18.505,-49.634766
18.494883,-49.57059
18.379375,-49.683903
19.903767,-49.00821
21.009409,-48.89724
24.172853,-38.85797
18.835318,-49.728695
19.78922,-49.155872
19.390434,-49.264
-35.83537,-69.76834
-35.84436,-69.735596
-35.87952,-69.682785
-36.394657,-70.56771
-36.57148,-69.90658
-36.92318,-69.9889
-37.199932,-70.02244
-37.055523,-69.76741
-37.679058,-70.452354
-37.59385,-69.69319
-37.466465,-69.529465
-10.081194,37.591557
-9.90699,37.78455
-10.183951,37.477955
-9.94601,37.647594
-9.501866,37.88709
-10.633254,36.708027
-9.4327755,37.94879
-9.2872505,38.010006
-8.172046,38.19933
-8.075318,38.215668
-8.165022,38.141106
-12.53004,-39.313393
-12.356354,-39.23563
-12.51876,-39.13852
-12.802342,-39.20004
-12.919002,-39.313152
-12.826389,-39.25743
-12.712987,-37.903194
-13.122798,-38.12041
-13.115117,-37.704468
-13.023582,-37.535667
-13.194199,-37.219143
-64.53061,-35.99867
-64.1415,-35.878357
-62.587135,-35.02279
-63.37616,-36.24363
-62.864475,-35.42439
-63.48714,-36.69896
-63.467743,-37.144913
-63.464596,-37.375904
-63.73522,-35.970715
-63.88438,-35.552055
-62.794678,-35.254375
-70.99536,-38.861748
-70.610176,-38.55854
-70.976715,-38.018265
-71.48566,-37.467785
-71.573456,-37.161823
-71.49118,-36.902863
-71.13625,-36.655926
-71.84895,-37.308773
-70.90501,-36.36439
-71.62056,-37.02825
-71.82848,-36.98714
88.048706,-3.395558
88.75119,-2.9031708
87.97165,-3.1043916
88.85169,-2.1540318
83.23479,-2.3095963
89.120094,-1.71651
89.98228,-0.6673151
89.36298,-1.7766714
89.722176,-1.3407592
89.967445,-1.0613915
89.539276,-1.3529273
-28.51172,-36.31617
-29.089588,-36.016407
-29.682716,-35.943596
-29.452501,-35.618725
-29.755089,-35.363247
-29.38447,-33.670315
-28.919914,-32.74982
-29.296581,-32.93401
-29.143879,-32.903133
-29.236906,-32.666275
-29.30499,-32.46865
-11.709082,-69.11858
-11.661644,-69.0445
-12.630674,-69.19672
-17.627583,-67.88797
-18.039278,-67.8298
-18.93238,-67.64683
-19.875845,-67.52932
-19.750456,-68.84218
-19.834599,-68.527916
-19.737055,-68.769196
-19.81804,-68.64084
-37.8372,52.554207
-37.96839,52.36932
-37.12242,52.32065
-36.658283,52.17146
-38.227795,52.00177
-37.88021,51.842545
-38.53625,51.634502
-38.727623,51.516445
-39.039482,51.371227
-38.93688,51.37977
-39.04354,51.345997
-15.430846,55.5899
-15.421867,55.60711
-15.277026,55.751915
-15.448059,55.59777
-15.467479,55.503773
-15.221809,55.776684
-15.681111,55.540356
-15.862149,55.503864
-15.917985,55.432446
-16.124573,55.3472
-16.16039,55.347538
2.465701,-73.252716
2.3534167,-72.94937
4.340359,-71.70562
2.4510255,-73.03472
3.2590003,-72.61391
3.9089181,-71.81639
4.3235335,-71.30636
3.5908432,-71.9249
4.6818037,-70.74645
4.856227,-70.66408
3.4645684,-71.489944
12.481139,53.166634
12.341196,53.077225
12.059324,53.150833
11.759937,53.24235
11.146929,53.674793
10.692373,53.55385
10.495643,53.60213
10.296631,53.684856
10.134066,53.67615
9.967,53.678913
9.88056,53.739983
35.03595,-55.57648
34.896988,-55.582397
34.688366,-55.722687
35.288967,-54.88542
34.81569,-55.52194
34.539223,-55.633324
35.22189,-54.84441
35.29148,-54.92588
35.098522,-55.23392
34.93355,-55.227173
35.369488,-55.061867
-71.21915,40.3947
-71.26967,40.684868
-70.12683,41.721863
-69.38265,42.210484
-70.1133,42.009624
-68.72703,42.95012
-69.3259,42.83187
-68.80598,43.219475
-68.39914,43.719017
-67.423615,44.36645
-68.949066,44.425243
15.808092,98.173325
15.782682,98.15648
15.69118,98.00879
15.837601,97.98847
15.718416,97.88211
15.774919,97.93803
15.615698,98.171234
15.729625,98.06102
15.726422,98.109245
15.874142,98.05101
15.992111,97.96328
-95.33936,24.096476
-95.34205,23.93624
-95.86834,23.744108
-95.77432,23.835588
-95.932785,23.92176
-96.00839,23.245047
-95.93744,23.10224
-96.4185,22.41119
-96.44109,22.359863
-95.56763,22.263607
-96.15449,22.210802
50.787476,-24.329453
50.65682,-24.303694
50.965057,-23.935625
51.240852,-23.534252
50.628986,-24.032238
51.34737,-23.345663
50.685753,-24.045849
51.260323,-23.414494
51.57048,-23.005066
51.741917,-22.814781
50.572933,-23.770805
-54.958885,-65.08888
-54.48952,-63.833694
-54.105896,-62.882126
-53.983948,-62.74735
-56.968178,-64.260445
-53.64767,-62.422096
-53.503498,-62.134335
-53.2262,-60.497288
-53.360752,-62.270653
-53.24634,-61.560673
-52.889973,-58.980183
59.046055,-45.942787
59.07427,-45.95143
59.130985,-46.055553
59.90668,-46.17342
60.039593,-46.075943
59.186382,-46.021732
60.2262,-45.886154
60.16723,-45.80653
59.322243,-45.927906
59.701756,-45.805176
59.36012,-45.775013
-6.8859773,-24.123974
-6.921404,-24.204443
-4.2803106,-23.93212
-5.059315,-23.63917
-5.348422,-23.499605
-4.2468944,-23.077656
-4.942983,-22.978485
-3.75073,-22.145071
-4.0702643,-22.10552
-4.3761935,-22.134329
-5.411727,-22.555681
29.141415,-1.3795189
29.00822,-1.2805341
27.08931,-0.6366007
26.970095,-0.33021277
29.190681,-0.43340164
36.9906,2.9096117
29.86238,1.6735414
30.045729,1.8325679
30.099588,1.9199164
30.153975,1.9346986
30.159416,2.0182617
-75.3165,-11.184999
-75.2477,-11.029954
-75.683105,-10.886656
-75.2694,-11.022542
-75.07698,-10.904592
-74.86992,-10.8590145
-75.332634,-10.808489
-75.01854,-10.737146
-74.28923,-10.305337
-74.55679,-10.281029
-74.7584,-10.472361
96.67913,-23.177404
96.77102,-23.133917
96.64391,-22.866001
96.61158,-23.000025
96.66733,-23.451208
96.79554,-23.469133
96.83418,-23.27649
96.749306,-23.22319
96.88664,-23.195978
96.8939,-23.351658
96.85213,-23.246902
48.63834,18.194574
48.65748,17.622158
48.65526,17.502747
48.61856,17.145082
48.702003,16.491379
49.145702,15.890813
49.70285,15.87715
49.26243,15.531917
48.32962,14.716158
46.205154,12.500703
46.2803,11.466847
-28.16223,50.50848
-28.310215,50.34585
-28.64981,50.18817
-29.110384,49.987038
-29.240936,49.823025
-29.759418,50.100384
-30.428486,50.04671
-30.30584,49.978127
-30.477861,50.06723
-30.787636,50.016872
-31.210733,50.25324
45.349007,-13.763315
45.129417,-13.700258
45.20177,-13.4667015
44.91011,-13.687039
45.008125,-13.321526
44.735638,-12.244563
44.48162,-13.528924
44.70547,-12.013153
44.607273,-12.518211
44.649357,-12.05404
53.963547,18.412394
-1.3944914,40.723736
-1.263717,40.84891
-1.4054039,40.97937
-1.0593222,40.265423
-0.8377485,40.5197
-0.24970317,40.81823
-0.08827017,41.06936
-0.17151585,40.717594
0.016712913,40.603035
-1.7256845,42.43785
0.030413259,40.806454
-60.546474,3.7091923
-60.446648,3.827385
-59.925385,4.718346
-59.580975,5.379497
-59.460415,5.762059
-59.305588,6.697118
-59.86329,6.951621
-59.85224,7.2555704
-59.9099,7.392246
-60.015263,7.4244432
-59.96564,7.5200877
-88.76334,6.8987184
-88.95812,6.984851
-88.781006,7.6397967
-89.00897,7.3594356
-89.08934,7.420578
-89.33154,6.385794
-88.76809,6.7412224
-88.2532,7.1708713
-88.72024,6.9111595
-87.747696,7.535972
-88.78915,7.0920153
-23.219952,-40.522736
-22.962479,-40.45468
-22.121244,-40.116783
-22.38863,-39.716843
-22.441721,-39.897526
-25.549278,-36.708317
-24.893703,-35.72553
-24.606249,-35.852734
-24.401684,-35.64551
-22.801334,-34.872944
-22.481735,-34.339375
78.8996,-20.38077
79.02701,-20.090885
79.108315,-20.141136
70.52223,-4.4291043
70.67044,-4.2347584
71.28121,-4.8523364
71.353775,-4.9114676
70.550545,-3.419139
70.95418,-3.624985
70.57163,-3.157489
70.82885,-3.2547462
54.49442,-69.644684
54.56663,-69.66156
54.46644,-69.605995
54.481422,-69.65424
54.530304,-69.68311
54.532326,-69.615135
54.344963,-69.493416
54.456978,-69.62561
54.42433,-69.54075
54.535454,-69.642624
54.441513,-69.38752
-29.179985,-20.828651
-29.327234,-20.864292
-29.424171,-20.969467
-29.630787,-20.904623
-29.165462,-21.063583
-30.253658,-20.807068
-29.864983,-20.900753
-29.777225,-20.882614
-29.67474,-20.874758
-29.804253,-20.83991
-30.172564,-20.870253
41.549465,5.2249584
41.261047,4.8796167
42.046577,5.3172526
41.907703,5.474812
41.83924,5.5542703
41.902058,5.604929
42.33259,6.142151
42.383335,6.3206716
42.313885,6.209335
41.75697,5.734928
41.908012,6.115947
17.798769,-31.221157
17.814764,-31.180746
17.646896,-31.329113
15.022873,-31.69473
15.279355,-32.04166
15.425208,-32.341354
15.34639,-32.025116
15.112045,-31.978561
15.343361,-32.255352
16.09069,-32.54802
15.2558975,-32.42348
39.20772,-16.928493
39.08498,-16.99666
38.9146,-17.815775
38.949516,-18.149874
28.660881,-26.532846
28.729933,-26.744259
28.257002,-26.843414
28.764122,-27.13523
28.701025,-27.2952
28.719687,-27.490429
27.320938,-26.908089
3.809144,53.309963
3.817664,53.28652
3.8215742,53.200554
4.1795163,53.565296
4.2034864,53.44719
4.4070053,53.58146
4.714432,53.72483
4.6445475,53.639416
5.016855,53.802242
4.9280643,53.68612
5.0048823,53.707073
-47.978027,28.989704
-47.878643,28.961027
-46.765194,31.071785
-47.871204,30.59075
-48.05832,30.38831
-48.2613,30.332172
-48.411163,30.430866
-48.468075,30.407822
-48.552364,30.489838
-48.83889,30.276627
-48.926067,30.27331
-21.739464,-23.859966
-21.79951,-23.797775
-38.668236,-14.044508
-38.606953,-13.921218
-38.128857,-12.9903
-38.190815,-12.972215
-38.23125,-12.982837
-38.27132,-13.018839
-38.94018,-14.047465
-38.140457,-12.890953
-38.863094,-14.584526
-64.689896,21.555887
-64.52641,21.698551
-64.46055,21.799078
-64.116005,21.851685
-64.77309,21.75415
-64.26239,21.78475
-64.422134,21.810966
-65.085175,21.584053
-65.21691,21.458296
-64.49295,21.711618
-64.773705,21.638147
-41.44463,28.66396
-41.403625,28.81367
-41.53991,29.086802
-41.55137,29.304874
-41.554787,30.35143
-41.7639,30.217712
-41.84068,30.79857
-42.00223,31.035437
-40.663944,33.530834
-40.561455,33.750237
-40.506878,33.899605
74.30161,-0.14597774
74.26938,-0.15001155
74.3186,-0.12316022
74.234985,0.109959066
74.22146,0.12480957
74.258484,0.4544422
73.88091,-0.36796623
73.53772,-0.9162279
73.10432,-1.4351479
72.652916,-1.8943527
72.76888,-1.9078449
20.621996,-54.855873
20.566196,-55.158634
20.568184,-54.990864
20.54181,-54.399918
20.82811,-52.948425
20.678267,-54.332695
20.742466,-53.967545
20.587421,-53.737892
21.56715,-51.79796
20.515514,-53.6288
21.423113,-51.050686
26.417736,69.406906
26.255058,69.528915
26.596718,68.97778
26.416567,68.25518
26.100563,69.23658
26.65877,69.1918
27.198023,68.756134
27.380772,68.34105
28.758541,68.69016
28.830044,68.60948
29.044724,68.67184
70.672485,-4.1779056
70.7732,-4.106909
71.45831,-5.0107117
70.64141,-3.642611
71.26911,-4.7253995
70.862015,-4.064496
70.86031,-3.967031
70.660515,-3.5540142
71.26012,-4.341821
71.003204,-3.7583742
71.27993,-4.342155
-98.3392,15.283689
-98.34455,15.294577
-98.331795,15.265684
-98.248314,15.688884
-97.33833,16.478836
-91.679184,-10.167846
-97.52059,16.594986
-97.82196,16.72542
-97.19571,16.83822
-98.39299,16.484802
-97.57212,16.738552
-86.35326,2.6378434
-86.2421,3.1955512
-86.32904,3.0417225
-85.92849,4.556545
-85.84095,5.01687
-85.09852,8.999891
-84.89911,9.101123
-85.006325,8.793025
-84.52015,9.349102
-84.15359,8.836689
-84.14445,9.126587
